StationCode,PriceUpdatedDate,FuelCode,Price
1090,2021-03-26 07:19:50,E10,125.5
18163,2021-03-26 11:56:35,E10,126.7
18163,2021-03-26 18:56:26,E10,121.7
1090,2021-03-26 19:08:57,E10,120.5
17798,2021-03-26 19:51:19,E10,121.9
1090,2021-03-26 22:29:31,E10,125.5
18163,2021-03-27 02:16:02,E10,125.7
17798,2021-03-27 08:59:34,E10,126.9
17798,2021-03-27 09:28:28,E10,125.9
18163,2021-03-27 18:56:10,E10,121.7
1090,2021-03-27 19:04:49,E10,120.5
17109,2021-03-27 19:06:24,E10,123.9
17798,2021-03-27 19:20:43,E10,120.9
17798,2021-03-27 19:24:53,E10,118.7
274,2021-03-27 19:48:30,E10,125.9
18163,2021-03-27 23:27:06,E10,125.9
17798,2021-03-28 00:41:41,E10,123.7
1090,2021-03-28 07:12:12,E10,125.5
1090,2021-03-28 07:46:55,E10,124.9
18163,2021-03-28 11:18:08,E10,126.7
18163,2021-03-28 11:48:01,E10,124.7
675,2021-03-28 14:05:24,E10,125.9
274,2021-03-28 16:16:42,E10,125.7
274,2021-03-28 16:53:13,E10,125.5
1090,2021-03-28 18:06:18,E10,119.9
18163,2021-03-28 18:54:27,E10,119.7
1090,2021-03-28 22:03:16,E10,124.9
18163,2021-03-29 05:54:20,E10,124.7
1090,2021-03-29 07:49:41,E10,123.9
18163,2021-03-29 14:11:38,E10,124.9
274,2021-03-29 15:04:27,E10,125.9
18163,2021-03-29 18:55:06,E10,119.7
1090,2021-03-29 19:08:09,E10,118.9
17798,2021-03-29 19:19:39,E10,118.7
1090,2021-03-29 22:23:55,E10,123.9
18163,2021-03-30 04:19:24,E10,124.7
17798,2021-03-30 06:07:23,E10,123.7
274,2021-03-30 15:41:04,E10,124.9
274,2021-03-30 17:52:58,E10,124.7
18163,2021-03-30 18:59:47,E10,119.7
1090,2021-03-30 19:05:59,E10,118.9
17798,2021-03-30 20:29:13,E10,118.7
18163,2021-03-30 21:30:58,E10,124.7
1090,2021-03-30 22:31:50,E10,123.9
17798,2021-03-31 06:05:34,E10,123.7
18163,2021-03-31 07:13:28,E10,124.7
18163,2021-03-31 12:24:50,E10,123.7
274,2021-03-31 18:52:35,E10,124.5
18163,2021-03-31 18:55:40,E10,118.7
17798,2021-03-31 19:23:32,E10,118.7
1090,2020-01-01 08:05:15,E10,128.5
18163,2020-01-01 10:46:37,E10,127.9
1090,2020-01-01 17:16:05,E10,123.5
18163,2020-01-01 18:00:09,E10,122.9
1090,2020-01-01 21:49:17,E10,128.5
18163,2020-01-02 06:18:59,E10,127.9
18163,2020-01-02 20:03:02,E10,122.9
1090,2020-01-02 20:38:59,E10,123.5
1090,2020-01-02 22:47:17,E10,128.5
18163,2020-01-03 06:11:41,E10,127.9
1090,2020-01-03 11:37:53,E10,127.7
